Braveheart,The Grand Budapest Hotel,The Hateful Eight,Black Swan,Saving Private Ryan,Oldboy,Blade Runner,Shutter Island,,
King Arthur: Legend of the Sword,Raging Bull,Avatar,Spider-Man: Homecoming,,,,,,
Amélie,Reservoir Dogs,The Hateful Eight,Saving Private Ryan,The Matrix,Raiders of the Lost Ark,Gladiator,,,
The Social Network,The Silence of the Lambs,Troy,,,,,,,
Star Trek,The Matrix,Django Unchained,Children of Men,,,,,,
Jurassic Park,Memento,Minority Report,,,,,,,
The Usual Suspects,Primer,The Godfather,The Green Mile,Shutter Island,The Silence of the Lambs,The Matrix,,,
Memento,The Martian,The Grand Budapest Hotel,The Silence of the Lambs,The Irishman,Monty Python and the Holy Grail,Casablanca,The Terminator,,
Scarface,Star Wars,Amélie,Once Upon a Time in Hollywood,Saving Private Ryan,Shutter Island,Fury,Memento,,
The Lord of the Rings: The Fellowship of the Ring,Birdman,Gone with the Wind,The Shining,Once Upon a Time in the West,Braveheart,Saving Private Ryan,The Pursuit of Happyness,The Godfather: Part II,The Hobbit
Oldboy,Independence Day,Gravity,The Dark Knight Rises,Shutter Island,Inception,The Patriot,Psycho,,
Heat,Avatar,Fargo,Blade Runner 2049,Toy Story,Spider-Man: Homecoming,Taxi Driver,The Hobbit,Rocky,Harry Potter and the Sorcerer's Stone
Avatar,Shutter Island,Forrest Gump,Rocky,Heat,Monty Python and the Holy Grail,The Departed,E.T. the Extra-Terrestrial,Gladiator,Braveheart
Schindler's List,Gladiator,The Big Lebowski,The Lion King,Birdman,Shutter Island,,,,
The Wolf of Wall Street,Seven Samurai,Good Will Hunting,Harry Potter and the Sorcerer's Stone,,,,,,
Shutter Island,The Departed,Saving Private Ryan,Full Metal Jacket,Schindler's List,The Pursuit of Happyness,Mad Max: Fury Road,Psycho,The Deer Hunter,Goodfellas
Life Is Beautiful,The Avengers,Jurassic Park,The Usual Suspects,Jurassic Park,,,,,
Avengers: Endgame,Pan's Labyrinth,Shutter Island,Monty Python and the Holy Grail,Spider-Man: Homecoming,Amélie,,,,
The Dark Knight Rises,American Beauty,King Arthur: Legend of the Sword,Robin Hood: Prince of Thieves,The Day After Tomorrow,Predator,Reservoir Dogs,Jaws,,
Blade Runner 2049,Fight Club,Raging Bull,,,,,,,
Princess Mononoke,Braveheart,The Departed,,,,,,,
Pulp Fiction,Gravity,The Silence of the Lambs,,,,,,,
Top Gun,Looper,Casablanca,Predator,,,,,,
Kill Bill,Dunkirk,Inception,,,,,,,
Goodfellas,The Silence of the Lambs,The Big Lebowski,,,,,,,
The Deer Hunter,Primer,The Sixth Sense,,,,,,,
Black Panther,Iron Man,Inglourious Basterds,Minority Report,Princess Mononoke,Kill Bill,Braveheart,Gladiator,Memento,
Spider-Man: Homecoming,The Lion King,Die Hard,Interstellar,Lone Survivor,District 9,Heat,Life Is Beautiful,Goodfellas,
Raiders of the Lost Ark,Forrest Gump,Saving Private Ryan,The Martian,,,,,,
Apocalypse Now,Jurassic World,The Pursuit of Happyness,Inception,Dunkirk,Pan's Labyrinth,,,,
Pearl Harbor,Forrest Gump,The Road Warrior,Seven Samurai,,,,,,
Braveheart,Back to the Future,Predator,The Green Mile,Jurassic Park,2001: A Space Odyssey,Fury,Avatar,Reservoir Dogs,Mad Max: Fury Road
Kill Bill,Casino,The Godfather,The Matrix,Gravity,The Godfather: Part II,King Arthur: Legend of the Sword,Fargo,Saving Private Ryan,
The Silence of the Lambs,Raiders of the Lost Ark,Braveheart,Interstellar,Guardians of the Galaxy,Braveheart,Taxi Driver,Raging Bull,Casablanca,
Gladiator,Braveheart,,,,,,,,
Forrest Gump,Godzilla,Top Gun,Birdman,Eternal Sunshine of the Spotless Mind,2001: A Space Odyssey,,,,
Iron Man,Braveheart,,,,,,,,
The Godfather: Part II,Eternal Sunshine of the Spotless Mind,Avengers: Infinity War,Django Unchained,The Matrix,Schindler's List,The Green Mile,,,
Looper,City of God,Troy,Die Hard,The Godfather: Part II,Taxi Driver,300,,,
Fury,Platoon,Gladiator,,,,,,,
Inglourious Basterds,Gladiator,Pacific Rim,Raging Bull,,,,,,
The Shining,Blade Runner 2049,Gladiator,City of God,The Silence of the Lambs,Eternal Sunshine of the Spotless Mind,Taxi Driver,Black Panther,,
The Lost World: Jurassic Park,Raiders of the Lost Ark,Cloverfield,Memento,Avatar,Saving Private Ryan,Looper,,,
Fargo,Arrival,The Shawshank Redemption,The Lord of the Rings,The Green Mile,Inglourious Basterds,Pulp Fiction,Avatar,Jurassic Park,Interstellar
The Dark Knight Rises,Gladiator,Gravity,The Prestige,Eternal Sunshine of the Spotless Mind,Gone with the Wind,Pulp Fiction,Avengers: Infinity War,Die Hard,Goodfellas
The Departed,The Road Warrior,Memento,Ex Machina,Gravity,The Matrix,Saving Private Ryan,Avatar,Birdman,
Raiders of the Lost Ark,The Patriot,Interstellar,Princess Mononoke,The Green Mile,The Day After Tomorrow,The Last Samurai,The Shawshank Redemption,Avatar,
Raiders of the Lost Ark,Pan's Labyrinth,The Wolf of Wall Street,Gladiator,,,,,,
The Irishman,Pacific Rim,,,,,,,,
The Godfather: Part II,King Arthur: Legend of the Sword,Interstellar,Taxi Driver,American Psycho,The Lost World: Jurassic Park,The Silence of the Lambs,The Godfather: Part II,The Irishman,
Iron Man,The Sixth Sense,The Godfather,,,,,,,
The Godfather: Part II,Ex Machina,The Revenant,The Dark Knight Rises,Jurassic World,,,,,
Eternal Sunshine of the Spotless Mind,Interstellar,Shutter Island,The Dark Knight Rises,,,,,,
The Departed,Avengers: Endgame,Life Is Beautiful,Apocalypse Now,The Grand Budapest Hotel,Iron Man,La La Land,,,
Fight Club,Spider-Man: Homecoming,Donnie Darko,Gladiator,Arrival,Taxi Driver,The Pursuit of Happyness,Birdman,,
Moon,Predator,The Dark Knight,Black Hawk Down,The Dark Knight Rises,The Green Mile,Casablanca,The Deer Hunter,,
Se7en,Forrest Gump,,,,,,,,
The Departed,Shutter Island,Inception,Black Panther,,,,,,
Shutter Island,The Departed,The Departed,Raging Bull,Gravity,The Dark Knight,The Day After Tomorrow,King Kong,Memento,Blade Runner
Good Will Hunting,2001: A Space Odyssey,,,,,,,,
Schindler's List,The Big Lebowski,Ex Machina,Pacific Rim,King Arthur: Legend of the Sword,Gravity,Goodfellas,,,
Full Metal Jacket,Amélie,King Arthur: Legend of the Sword,Casablanca,The Matrix,The Silence of the Lambs,My Neighbor Totoro,,,
Heat,Interstellar,Iron Man,Predator,Jaws,Dunkirk,,,,
Primer,The Truman Show,The Lord of the Rings: The Fellowship of the Ring,The Departed,American Sniper,Back to the Future,The Silence of the Lambs,Blade Runner,Avengers: Endgame,Iron Man
Memento,Forrest Gump,The Road Warrior,Inglourious Basterds,,,,,,
Gladiator,Mad Max: Fury Road,The Godfather: Part II,Alien,War of the Worlds,Eternal Sunshine of the Spotless Mind,Blade Runner,The Lion King,Avengers: Endgame,
Avengers: Infinity War,The Pursuit of Happyness,Interstellar,The Big Lebowski,Schindler's List,,,,,
Saving Private Ryan,The Deer Hunter,The Grand Budapest Hotel,Braveheart,Jurassic Park,Back to the Future,Minority Report,Troy,Goodfellas,The Road Warrior
The Matrix,The Lion King,The Silence of the Lambs,The Hobbit,Black Swan,Arrival,,,,
American Psycho,Reservoir Dogs,Pacific Rim,The Departed,The Revenant,Jurassic Park,Gone with the Wind,1917,,
Memento,Platoon,Iron Man,Kill Bill,Once Upon a Time in Hollywood,Star Wars,Toy Story,The Lion King,Minority Report,Blade Runner 2049
Mad Max: Fury Road,Eternal Sunshine of the Spotless Mind,,,,,,,,
The Hateful Eight,Star Trek,American Beauty,,,,,,,
Godzilla,The Silence of the Lambs,Blade Runner,Eternal Sunshine of the Spotless Mind,The Irishman,Jurassic Park,The Green Mile,Minority Report,,
Dunkirk,Black Swan,Guardians of the Galaxy,District 9,Back to the Future,The Matrix,Gravity,,,
Memento,Black Swan,Saving Private Ryan,The Martian,,,,,,
Arrival,Iron Man,The Departed,Forrest Gump,Gravity,The Usual Suspects,The Wizard of Oz,Whiplash,The Irishman,My Neighbor Totoro
Raging Bull,Black Hawk Down,The Social Network,The Hobbit,The Departed,,,,,
Independence Day,The Deer Hunter,Looper,The Sixth Sense,American Psycho,Django Unchained,Pulp Fiction,Godzilla,,
Good Will Hunting,American Beauty,Schindler's List,Saving Private Ryan,,,,,,
The Godfather: Part II,Seven Samurai,Goodfellas,Rocky,Gladiator,Pearl Harbor,Monty Python and the Holy Grail,Spirited Away,,
The Hobbit,Gladiator,The Terminator,The Irishman,Black Panther,Iron Man,,,,
The Revenant,Titanic,The Last Samurai,Black Swan,Gladiator,Jaws,Raging Bull,Captain America: Civil War,Scarface,
Troy,Shutter Island,The Godfather,The Last Samurai,,,,,,
The Matrix,Star Wars,Independence Day,Inglourious Basterds,,,,,,
The Departed,Moon,Pulp Fiction,La La Land,Looper,Memento,Moonlight,The Matrix,The Hobbit,
Fury,The Silence of the Lambs,Children of Men,King Arthur: Legend of the Sword,Guardians of the Galaxy,Interstellar,The Revenant,,,
City of God,Princess Mononoke,Jurassic Park,Toy Story,Saving Private Ryan,,,,,
Braveheart,Inception,Jurassic Park,,,,,,,
Goodfellas,Raiders of the Lost Ark,,,,,,,,
Blade Runner,Gravity,The Shape of Water,The Revenant,Arrival,,,,,
Memento,Top Gun,Eternal Sunshine of the Spotless Mind,Casino,,,,,,
Heat,Kill Bill,Robin Hood: Prince of Thieves,The Godfather: Part II,,,,,,
Pearl Harbor,Avengers: Infinity War,Django Unchained,Donnie Darko,Lone Survivor,City of God,,,,
The Dark Knight Rises,Blade Runner,Pearl Harbor,Braveheart,Gone with the Wind,E.T. the Extra-Terrestrial,Casino,The Truman Show,Cloverfield,
300,Inception,Interstellar,The Social Network,Saving Private Ryan,Psycho,The Martian,,,
The Deer Hunter,The Terminator,The Social Network,Jaws,Gladiator,Seven Samurai,Gone with the Wind,,,
Gladiator,The Terminator,Forrest Gump,The Sixth Sense,The Prestige,The Wizard of Oz,Once Upon a Time in the West,Minority Report,Life Is Beautiful,
Shutter Island,Braveheart,Minority Report,,,,,,,
Schindler's List,Se7en,The Grand Budapest Hotel,,,,,,,
In Bruges,Dunkirk,Full Metal Jacket,The Big Lebowski,Braveheart,Gladiator,The Matrix,,,
Memento,Blade Runner,Seven Samurai,King Kong,The Lord of the Rings,Psycho,The Sixth Sense,The Dark Knight Rises,,
Once Upon a Time in Hollywood,Avatar,The Usual Suspects,The Godfather: Part II,Monty Python and the Holy Grail,Seven Samurai,Platoon,The Lost World: Jurassic Park,,
Inception,The Martian,Toy Story,,,,,,,
The Pursuit of Happyness,Jurassic Park,Jurassic Park,The Departed,Saving Private Ryan,Avengers: Endgame,War of the Worlds,,,
Eternal Sunshine of the Spotless Mind,Fury,Pulp Fiction,Toy Story,Avengers: Infinity War,American Psycho,Memento,Cloverfield,2001: A Space Odyssey,
Moon,Rocky,The Prestige,Taxi Driver,Scarface,The Green Mile,The Truman Show,The Lord of the Rings,Cloverfield,
The Deer Hunter,1917,The Green Mile,Saving Private Ryan,E.T. the Extra-Terrestrial,Gone with the Wind,The Usual Suspects,Braveheart,,
The Lord of the Rings,The Shining,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Cloverfield,,,,,,,,
The Usual Suspects,The Lost World: Jurassic Park,,,,,,,,
Jaws,The Day After Tomorrow,Once Upon a Time in the West,The Departed,Donnie Darko,The Revenant,Psycho,Harry Potter and the Sorcerer's Stone,Gravity,The Godfather: Part II
Inception,The Hateful Eight,The Shining,Dunkirk,Ex Machina,The Departed,The Avengers,Avatar,Memento,
Moon,Robin Hood: Prince of Thieves,The Matrix,My Neighbor Totoro,The Patriot,Raging Bull,La La Land,The Prestige,,
Good Will Hunting,Inception,Saving Private Ryan,Raiders of the Lost Ark,The Lost World: Jurassic Park,Black Swan,Eternal Sunshine of the Spotless Mind,Blade Runner,The Prestige,Seven Samurai
La La Land,Alien,Saving Private Ryan,War of the Worlds,The Departed,,,,,
Psycho,The Lord of the Rings,The Truman Show,The Hateful Eight,Arrival,Robin Hood: Prince of Thieves,,,,
The Pursuit of Happyness,Once Upon a Time in the West,Children of Men,Braveheart,Jurassic World,No Country for Old Men,Forrest Gump,The Lord of the Rings,Blade Runner,
Monty Python and the Holy Grail,The Lord of the Rings,Avengers: Endgame,In Bruges,The Revenant,The Departed,Pearl Harbor,,,
Jurassic World,Toy Story,,,,,,,,
Shutter Island,The Lion King,The Big Lebowski,The Social Network,The Matrix,The Shawshank Redemption,Children of Men,,,
Oldboy,In Bruges,Casino,The Sixth Sense,,,,,,
La La Land,The Green Mile,Dunkirk,Gladiator,,,,,,
My Neighbor Totoro,Once Upon a Time in the West,Apocalypse Now,Birdman,Good Will Hunting,,,,,
Casablanca,"The Good, the Bad and the Ugly",The Prestige,The Avengers,Taxi Driver,Whiplash,The Grand Budapest Hotel,Rocky,,
Platoon,The Day After Tomorrow,Inception,Django Unchained,,,,,,
Star Trek,The Departed,Whiplash,Black Swan,The Day After Tomorrow,,,,,
The Departed,Gravity,Scarface,American Psycho,Die Hard,King Arthur: Legend of the Sword,2001: A Space Odyssey,Avatar,The Matrix,The Martian
Oldboy,The Sixth Sense,Raging Bull,,,,,,,
Avengers: Infinity War,Blade Runner,,,,,,,,
The Dark Knight,The Hateful Eight,Saving Private Ryan,Fury,Primer,Lone Survivor,,,,
Shutter Island,Casablanca,Lone Survivor,Independence Day,Robin Hood: Prince of Thieves,2001: A Space Odyssey,Princess Mononoke,Moon,Schindler's List,
2001: A Space Odyssey,Robin Hood: Prince of Thieves,Captain America: Civil War,The Godfather: Part II,Black Swan,Casablanca,Psycho,Eternal Sunshine of the Spotless Mind,Django Unchained,La La Land
Toy Story,Gravity,Gravity,The Departed,The Departed,Dunkirk,Spirited Away,,,
Gravity,Inception,Pan's Labyrinth,Fury,Heat,Moon,1917,Casablanca,,
Birdman,The Pursuit of Happyness,Blade Runner,Shutter Island,The Godfather: Part II,Jurassic World,Kill Bill,Titanic,,
Scarface,Memento,Die Hard,Gladiator,The Big Lebowski,The Social Network,Jurassic Park,,,
Psycho,Looper,The Sixth Sense,Jurassic World,Mad Max: Fury Road,,,,,
Guardians of the Galaxy,Goodfellas,Apocalypse Now,,,,,,,
No Country for Old Men,Predator,,,,,,,,
Princess Mononoke,Spider-Man: Homecoming,Black Swan,,,,,,,
Interstellar,The Big Lebowski,Full Metal Jacket,Raiders of the Lost Ark,,,,,,
Godzilla,The Road Warrior,The Hateful Eight,Casino,Avengers: Infinity War,In Bruges,,,,
District 9,Pulp Fiction,Gravity,300,Seven Samurai,,,,,
Titanic,Gladiator,Harry Potter and the Sorcerer's Stone,Eternal Sunshine of the Spotless Mind,Jurassic World,Black Swan,The Sixth Sense,District 9,Pearl Harbor,
The Grand Budapest Hotel,The Usual Suspects,The Shawshank Redemption,The Matrix,Jurassic World,Godzilla,The Lost World: Jurassic Park,The Truman Show,The Deer Hunter,Titanic
The Shape of Water,Gravity,Django Unchained,The Truman Show,,,,,,
The Godfather: Part II,The Prestige,Gone with the Wind,Inception,Black Panther,The Sixth Sense,Troy,,,
War of the Worlds,1917,,,,,,,,
Platoon,The Grand Budapest Hotel,Captain America: Civil War,Moon,Mad Max: Fury Road,The Godfather,Avengers: Endgame,,,
Arrival,The Wizard of Oz,The Avengers,Independence Day,1917,,,,,
Mad Max: Fury Road,Minority Report,Once Upon a Time in the West,Schindler's List,The Matrix,Django Unchained,,,,
Once Upon a Time in Hollywood,Avatar,Blade Runner 2049,Casino,The Shawshank Redemption,Gladiator,The Truman Show,The Lord of the Rings,Inception,Avengers: Endgame
Predator,The Grand Budapest Hotel,Rocky,War of the Worlds,,,,,,
Once Upon a Time in the West,The Wolf of Wall Street,Die Hard,The Departed,Guardians of the Galaxy,The Road Warrior,Seven Samurai,,,
The Prestige,1917,Casablanca,,,,,,,
Inception,Avatar,Jurassic Park,Inglourious Basterds,,,,,,
E.T. the Extra-Terrestrial,Rocky,The Lion King,Mad Max: Fury Road,The Patriot,Goodfellas,Schindler's List,The Lord of the Rings,The Hateful Eight,The Social Network
The Shining,Apocalypse Now,Full Metal Jacket,The Silence of the Lambs,Braveheart,,,,,
Whiplash,Forrest Gump,The Sixth Sense,300,E.T. the Extra-Terrestrial,Predator,Rocky,My Neighbor Totoro,King Arthur: Legend of the Sword,Black Hawk Down
Robin Hood: Prince of Thieves,The Shape of Water,The Grand Budapest Hotel,Star Trek,Die Hard,,,,,
Once Upon a Time in the West,Django Unchained,,,,,,,,
Dunkirk,Alien,Eternal Sunshine of the Spotless Mind,,,,,,,
Inception,Monty Python and the Holy Grail,Children of Men,The Deer Hunter,Casino,Toy Story,King Arthur: Legend of the Sword,The Green Mile,,
Monty Python and the Holy Grail,The Wizard of Oz,The Matrix,The Dark Knight,,,,,,
Raging Bull,Saving Private Ryan,Gravity,The Grand Budapest Hotel,The Prestige,Kill Bill,Saving Private Ryan,Taxi Driver,,
Interstellar,Braveheart,1917,The Dark Knight,La La Land,2001: A Space Odyssey,,,,
The Matrix,The Terminator,,,,,,,,
Full Metal Jacket,The Usual Suspects,The Day After Tomorrow,,,,,,,
The Big Lebowski,King Arthur: Legend of the Sword,Braveheart,Casablanca,Spider-Man: Homecoming,Platoon,,,,
Black Panther,Jurassic World,Avatar,Cloverfield,Memento,Inception,,,,
The Road Warrior,2001: A Space Odyssey,The Sixth Sense,The Wolf of Wall Street,The Green Mile,Black Hawk Down,Saving Private Ryan,The Lord of the Rings: The Fellowship of the Ring,,
The Truman Show,Dunkirk,Memento,Arrival,Back to the Future,The Wolf of Wall Street,The Godfather: Part II,Amélie,Fight Club,
Rocky,The Matrix,Raiders of the Lost Ark,Robin Hood: Prince of Thieves,The Silence of the Lambs,,,,,
Rocky,Avatar,Good Will Hunting,Once Upon a Time in Hollywood,1917,,,,,
King Kong,Blade Runner,Gone with the Wind,,,,,,,
Looper,Dunkirk,Life Is Beautiful,Apocalypse Now,Pacific Rim,Seven Samurai,The Patriot,,,
District 9,The Matrix,Robin Hood: Prince of Thieves,Gladiator,Forrest Gump,,,,,
Die Hard,Braveheart,The Patriot,Black Hawk Down,Good Will Hunting,Once Upon a Time in Hollywood,Gravity,,,
The Big Lebowski,Raging Bull,Blade Runner,The Shawshank Redemption,The Sixth Sense,Spirited Away,Looper,The Prestige,,
Raging Bull,Avengers: Infinity War,Eternal Sunshine of the Spotless Mind,Good Will Hunting,,,,,,
Die Hard,Inception,The Green Mile,The Dark Knight,Memento,The Big Lebowski,2001: A Space Odyssey,Gladiator,Toy Story,
Seven Samurai,The Big Lebowski,The Martian,Eternal Sunshine of the Spotless Mind,2001: A Space Odyssey,,,,,
The Usual Suspects,La La Land,American Psycho,Mad Max: Fury Road,,,,,,
The Green Mile,Dunkirk,Star Trek,,,,,,,
Primer,Memento,Donnie Darko,Minority Report,Braveheart,Jurassic Park,The Lion King,King Arthur: Legend of the Sword,Children of Men,Jurassic Park
Pulp Fiction,Braveheart,City of God,,,,,,,
Iron Man,Forrest Gump,Guardians of the Galaxy,The Silence of the Lambs,Lone Survivor,Jaws,Mad Max: Fury Road,,,
Captain America: Civil War,Black Panther,The Social Network,Scarface,American Psycho,Reservoir Dogs,Taxi Driver,Dunkirk,Moonlight,Pulp Fiction
Raging Bull,Predator,Harry Potter and the Sorcerer's Stone,,,,,,,
Children of Men,Pulp Fiction,,,,,,,,
Troy,War of the Worlds,Titanic,City of God,The Godfather: Part II,The Shape of Water,The Green Mile,Schindler's List,Braveheart,
Schindler's List,Reservoir Dogs,Dunkirk,Memento,"The Good, the Bad and the Ugly",The Silence of the Lambs,Toy Story,,,
The Lord of the Rings: The Fellowship of the Ring,Dunkirk,Jurassic Park,Braveheart,Star Wars,,,,,
Forrest Gump,No Country for Old Men,,,,,,,,
Back to the Future,Dunkirk,Moon,,,,,,,
Goodfellas,The Avengers,,,,,,,,
The Departed,Avengers: Infinity War,The Big Lebowski,Se7en,,,,,,
Braveheart,The Prestige,The Silence of the Lambs,Blade Runner 2049,Full Metal Jacket,The Usual Suspects,Avatar,,,
The Deer Hunter,Guardians of the Galaxy,The Avengers,Amélie,The Usual Suspects,Memento,Inception,My Neighbor Totoro,Fight Club,
Pan's Labyrinth,Forrest Gump,Whiplash,Lone Survivor,The Avengers,,,,,
Blade Runner 2049,Toy Story,Kill Bill,Godzilla,Saving Private Ryan,300,Pulp Fiction,Django Unchained,The Revenant,The Dark Knight
Ex Machina,Alien,The Matrix,Braveheart,The Lion King,Minority Report,,,,
Full Metal Jacket,Inception,,,,,,,,
The Sixth Sense,Gravity,Moonlight,Oldboy,The Irishman,Schindler's List,Black Panther,The Departed,Life Is Beautiful,Primer
Looper,Troy,Reservoir Dogs,Jurassic Park,Inception,,,,,
Minority Report,Fargo,Jurassic World,Gladiator,Reservoir Dogs,The Usual Suspects,,,,
Fury,Birdman,Mad Max: Fury Road,Star Wars,,,,,,
Black Swan,Eternal Sunshine of the Spotless Mind,Inception,Fargo,Gone with the Wind,Apocalypse Now,,,,
Spider-Man: Homecoming,Minority Report,,,,,,,,
Moon,The Road Warrior,Full Metal Jacket,American Beauty,Children of Men,The Big Lebowski,The Hobbit,The Departed,,
The Matrix,The Departed,Blade Runner 2049,The Revenant,The Avengers,Mad Max: Fury Road,Gladiator,,,
The Green Mile,Heat,Jurassic Park,No Country for Old Men,Toy Story,,,,,
Avengers: Infinity War,District 9,Fargo,Django Unchained,Saving Private Ryan,,,,,
Harry Potter and the Sorcerer's Stone,Fight Club,Avatar,My Neighbor Totoro,Braveheart,The Dark Knight Rises,The Hateful Eight,,,
Heat,Godzilla,Braveheart,Scarface,American Psycho,Se7en,Black Swan,The Grand Budapest Hotel,The Shape of Water,
The Day After Tomorrow,The Terminator,Interstellar,Gladiator,Mad Max: Fury Road,The Martian,Guardians of the Galaxy,Avengers: Endgame,Jurassic Park,Raiders of the Lost Ark
The Irishman,Reservoir Dogs,Arrival,Raiders of the Lost Ark,Children of Men,Lone Survivor,Inglourious Basterds,The Godfather: Part II,The Wolf of Wall Street,The Matrix
Ex Machina,Iron Man,,,,,,,,
Inception,Pacific Rim,The Hobbit,Memento,The Departed,,,,,
Pan's Labyrinth,Dunkirk,In Bruges,The Lord of the Rings,The Matrix,The Truman Show,Moonlight,Iron Man,,
Rocky,Gone with the Wind,,,,,,,,
Saving Private Ryan,Reservoir Dogs,The Hateful Eight,Avatar,,,,,,
Schindler's List,Toy Story,Django Unchained,Jurassic Park,Blade Runner 2049,The Wolf of Wall Street,Troy,The Truman Show,The Matrix,Primer
Jurassic World,Gravity,Black Panther,Dunkirk,,,,,,
Guardians of the Galaxy,Seven Samurai,Psycho,,,,,,,
Gravity,Primer,The Avengers,The Shining,Heat,The Martian,,,,
The Shining,Goodfellas,Mad Max: Fury Road,Pulp Fiction,Birdman,,,,,
The Matrix,Interstellar,Arrival,Full Metal Jacket,,,,,,
The Matrix,Gladiator,Raiders of the Lost Ark,Alien,Forrest Gump,The Prestige,,,,
Memento,Inception,The Departed,The Usual Suspects,Se7en,Inception,The Terminator,The Dark Knight,The Departed,Schindler's List
The Wizard of Oz,Full Metal Jacket,Iron Man,Good Will Hunting,Avengers: Endgame,The Prestige,King Arthur: Legend of the Sword,,,
Jurassic World,District 9,Kill Bill,The Silence of the Lambs,The Wolf of Wall Street,No Country for Old Men,Godzilla,American Psycho,Harry Potter and the Sorcerer's Stone,Once Upon a Time in Hollywood
Gladiator,Full Metal Jacket,,,,,,,,
Psycho,The Shining,,,,,,,,
Black Hawk Down,Apocalypse Now,The Terminator,Cloverfield,Life Is Beautiful,The Departed,Gravity,Shutter Island,Children of Men,
The Shawshank Redemption,Heat,Minority Report,,,,,,,
Avengers: Infinity War,Lone Survivor,,,,,,,,
Looper,"The Good, the Bad and the Ugly",The Terminator,The Last Samurai,Reservoir Dogs,The Matrix,Once Upon a Time in the West,Goodfellas,,
The Revenant,2001: A Space Odyssey,The Prestige,The Last Samurai,The Shining,Schindler's List,Jurassic Park,Jaws,Looper,Guardians of the Galaxy
The Shawshank Redemption,Mad Max: Fury Road,Eternal Sunshine of the Spotless Mind,Dunkirk,,,,,,
Avatar,Braveheart,The Wizard of Oz,The Pursuit of Happyness,Blade Runner,Reservoir Dogs,Harry Potter and the Sorcerer's Stone,Guardians of the Galaxy,,
Star Wars,La La Land,The Shape of Water,Pan's Labyrinth,Moonlight,Schindler's List,,,,
Pulp Fiction,Gravity,Pacific Rim,Heat,The Shawshank Redemption,Platoon,Jaws,Black Hawk Down,The Lost World: Jurassic Park,Birdman
The Hateful Eight,Heat,,,,,,,,
Forrest Gump,Inception,,,,,,,,
Iron Man,King Kong,,,,,,,,
Predator,The Prestige,Mad Max: Fury Road,Casablanca,Reservoir Dogs,Dunkirk,,,,
The Prestige,The Pursuit of Happyness,The Matrix,Rocky,Predator,My Neighbor Totoro,The Silence of the Lambs,Forrest Gump,Moon,
Primer,American Beauty,Mad Max: Fury Road,The Deer Hunter,,,,,,
Rocky,Black Hawk Down,Avatar,,,,,,,
Braveheart,Platoon,Back to the Future,,,,,,,
Goodfellas,Apocalypse Now,,,,,,,,
Interstellar,Heat,Avatar,The Green Mile,Monty Python and the Holy Grail,Gladiator,The Godfather: Part II,Seven Samurai,,
Inception,Jurassic Park,,,,,,,,
Pacific Rim,Once Upon a Time in the West,The Departed,Primer,In Bruges,The Pursuit of Happyness,Arrival,Fight Club,The Social Network,
The Sixth Sense,Seven Samurai,Once Upon a Time in Hollywood,Taxi Driver,Forrest Gump,The Deer Hunter,Eternal Sunshine of the Spotless Mind,,,
Oldboy,Avengers: Endgame,Goodfellas,Titanic,,,,,,
Goodfellas,The Truman Show,E.T. the Extra-Terrestrial,The Silence of the Lambs,,,,,,
Saving Private Ryan,Moonlight,Dunkirk,Pan's Labyrinth,War of the Worlds,,,,,
Full Metal Jacket,Apocalypse Now,Goodfellas,Saving Private Ryan,Interstellar,Top Gun,2001: A Space Odyssey,The Martian,Schindler's List,
The Social Network,King Arthur: Legend of the Sword,Inception,The Wizard of Oz,District 9,The Matrix,,,,
American Sniper,Titanic,Jurassic Park,The Matrix,Moon,Oldboy,The Last Samurai,War of the Worlds,The Sixth Sense,Mad Max: Fury Road
The Deer Hunter,Inception,Minority Report,The Godfather: Part II,War of the Worlds,Schindler's List,,,,
Toy Story,The Green Mile,,,,,,,,
Star Wars,Gladiator,Black Panther,,,,,,,
300,Star Trek,Avatar,In Bruges,The Patriot,The Truman Show,,,,
The Avengers,Star Trek,Saving Private Ryan,Gravity,Arrival,Full Metal Jacket,Fight Club,The Terminator,Braveheart,
The Green Mile,Independence Day,,,,,,,,
Shutter Island,The Lord of the Rings: The Fellowship of the Ring,Inglourious Basterds,The Irishman,,,,,,
The Road Warrior,The Martian,Fargo,,,,,,,
The Irishman,Cloverfield,Platoon,Oldboy,Goodfellas,Independence Day,Raging Bull,,,
300,Raging Bull,Captain America: Civil War,Fight Club,Eternal Sunshine of the Spotless Mind,Monty Python and the Holy Grail,The Wizard of Oz,The Sixth Sense,Rocky,The Big Lebowski
Cloverfield,Predator,The Social Network,The Lord of the Rings,Goodfellas,Minority Report,Oldboy,Black Hawk Down,American Beauty,
Fight Club,The Departed,The Truman Show,The Avengers,Jurassic Park,Pulp Fiction,Saving Private Ryan,,,
Reservoir Dogs,Back to the Future,The Road Warrior,Predator,Top Gun,1917,Guardians of the Galaxy,"The Good, the Bad and the Ugly",Titanic,The Hateful Eight
No Country for Old Men,2001: A Space Odyssey,The Hobbit,Robin Hood: Prince of Thieves,Harry Potter and the Sorcerer's Stone,My Neighbor Totoro,Scarface,Once Upon a Time in the West,,
The Sixth Sense,"The Good, the Bad and the Ugly",The Prestige,Birdman,,,,,,
Goodfellas,The Green Mile,Die Hard,,,,,,,
